,index,year,bmi,Vape_Use,Physical_Activity,Television,Electronic_Devices,Grades,race,sex
514,174035,2015,23.6996,2,3,3,1,1,1,2
515,174036,2015,20.9573,1,2,7,3,1,1,2
516,174037,2015,37.6019,1,8,5,3,2,1,2
517,174039,2015,25.326,1,5,5,7,7,3,2
518,174040,2015,29.9908,1,8,4,2,3,3,2
519,174041,2015,22.3644,1,8,2,7,2,2,2
520,174042,2015,28.9293,1,8,7,6,2,3,2
521,174043,2015,26.9772,2,6,6,4,3,3,2
522,174044,2015,22.494,2,8,4,2,1,3,2
523,174046,2015,18.8271,2,8,1,1,2,1,2
524,174047,2015,21.4759,2,8,2,4,2,1,2
525,174048,2015,17.5844,2,2,2,7,1,1,2
526,174049,2015,27.0895,2,6,1,1,3,1,2
527,174051,2015,27.1998,2,1,1,6,2,1,2
528,174052,2015,31.2832,2,6,4,3,1,1,2
529,174053,2015,31.8945,1,5,5,3,1,3,2
530,174054,2015,20.0893,1,8,4,7,2,1,2
531,174055,2015,20.2442,1,5,1,2,1,1,2
532,174056,2015,23.7994,1,8,2,2,2,1,2
533,174057,2015,20.5802,1,8,5,5,2,3,2
534,174059,2015,17.326,1,8,6,7,1,3,2
535,174061,2015,24.1579,1,7,2,7,2,3,2
536,174062,2015,19.9967,2,7,7,1,2,2,2
537,174063,2015,19.9927,1,8,2,2,7,3,2
538,174067,2015,22.7338,1,4,5,5,2,1,2
539,174068,2015,31.1535,2,2,1,7,3,4,2
540,174069,2015,19.3992,1,8,3,1,3,1,2
541,174070,2015,23.3242,1,2,2,1,1,1,2
542,174071,2015,27.4648,2,5,3,7,2,1,2
543,174072,2015,26.3724,2,4,1,3,1,3,2
544,174074,2015,24.4119,1,6,6,5,3,4,2
545,174075,2015,20.6121,1,8,5,7,3,1,2
546,174076,2015,40.0242,1,6,2,7,3,3,2
547,174078,2015,20.8288,2,4,4,7,5,3,2
548,174079,2015,28.6327,2,6,3,6,2,4,2
549,174080,2015,23.0255,2,6,3,6,4,3,2
550,174081,2015,21.1611,2,6,6,3,3,3,2
551,174082,2015,24.05,1,6,3,1,1,2,2
552,174085,2015,18.036,2,8,4,3,1,1,2
553,174087,2015,19.9927,2,4,3,7,1,4,2
554,174088,2015,16.6367,2,1,2,2,1,4,2
555,174089,2015,33.3223,2,2,4,3,1,1,2
556,174090,2015,27.1998,1,8,7,3,2,4,2
557,174092,2015,21.9889,2,8,1,5,2,3,2
558,174094,2015,21.2617,2,6,4,3,2,3,2
559,174096,2015,21.8255,2,8,1,5,1,3,2
560,174097,2015,21.6602,2,5,2,2,3,1,2
561,174102,2015,19.6194,2,6,2,6,1,3,2
562,174103,2015,26.6826,2,1,6,7,1,1,2
563,174104,2015,20.6121,1,7,5,1,2,3,2
564,174106,2015,21.2041,1,8,7,7,3,4,2
565,174107,2015,30.0656,2,4,5,6,3,3,2
566,174108,2015,18.9448,1,8,3,5,3,3,2
567,174109,2015,18.6437,1,1,6,6,2,3,2
568,174110,2015,23.6996,2,4,3,7,1,4,2
569,174111,2015,19.8252,1,5,7,6,3,3,2
570,174112,2015,18.9511,1,5,7,7,2,3,2
571,174113,2015,30.4836,2,4,2,6,1,4,2
572,174115,2015,23.5433,2,6,7,4,2,3,2
573,174117,2015,19.4625,1,8,2,4,2,3,2
574,174118,2015,26.0346,1,5,2,2,1,3,2
575,174119,2015,20.8264,1,1,3,7,2,3,2
576,174120,2015,25.6566,2,8,1,7,2,4,2
577,174121,2015,18.7813,2,8,2,3,1,3,2
578,174122,2015,21.1903,1,6,4,7,3,3,2
579,174123,2015,21.5586,2,8,7,1,3,2,2
580,174124,2015,19.285,1,6,1,7,2,4,2
581,174126,2015,19.0676,1,3,2,1,2,3,2
582,174127,2015,30.4904,2,6,2,3,2,3,2
583,174128,2015,23.9219,2,4,1,1,1,4,2
584,174129,2015,31.8287,2,4,4,5,3,3,2
585,174130,2015,24.1071,2,4,1,5,2,3,2
586,174131,2015,29.5533,1,8,2,3,2,3,2
587,174133,2015,17.7731,2,8,5,7,2,2,2
588,174136,2015,25.4913,2,4,5,6,2,2,2
589,174137,2015,21.7128,2,8,5,4,2,3,2
590,174138,2015,20.7347,2,3,2,3,2,3,2
591,174140,2015,20.7347,2,8,5,3,3,3,2
592,174141,2015,20.5889,2,7,7,4,3,2,2
593,174142,2015,17.8955,2,4,3,7,1,1,2
594,174143,2015,19.1488,2,3,2,1,2,1,2
595,174144,2015,31.4424,2,1,1,4,1,1,2
596,174145,2015,19.12,2,7,1,2,1,1,2
597,174146,2015,28.4452,2,8,5,2,3,2,2
598,174147,2015,18.1864,2,8,2,2,3,1,2
599,174148,2015,20.36,1,1,4,7,2,1,2
600,174149,2015,19.7033,2,6,3,5,2,1,2
601,174151,2015,23.1053,2,7,4,1,2,2,2
602,174152,2015,19.5527,2,8,4,5,1,1,2
603,174153,2015,19.448,1,6,5,5,2,1,2
604,174154,2015,17.7731,1,3,5,5,1,1,2
605,174155,2015,16.3905,2,5,6,4,2,1,2
606,174156,2015,23.7994,2,6,3,2,2,1,2
607,174158,2015,17.7731,2,6,1,1,1,1,2
608,174159,2015,20.09,1,1,1,1,1,1,2
609,174160,2015,22.1484,2,1,1,1,1,1,2
610,174161,2015,21.6602,1,4,4,3,1,2,2
611,174162,2015,28.3404,2,4,5,6,1,1,2
612,174163,2015,25.1142,2,4,2,1,1,1,2
613,174164,2015,20.3289,2,8,2,4,3,1,2
614,174165,2015,20.4709,2,4,2,3,4,1,2
615,174166,2015,21.3407,1,8,5,6,1,2,2
616,174167,2015,19.1488,1,6,1,5,1,1,2
617,174168,2015,19.4851,2,8,3,3,2,1,2
618,174169,2015,20.5786,1,1,7,7,5,3,2
619,174171,2015,20.9063,1,8,4,1,3,1,2
620,174172,2015,19.8537,2,7,3,5,2,1,2
621,174174,2015,18.8803,1,8,4,4,2,1,2
622,174175,2015,18.1598,2,1,2,2,2,3,2
623,174176,2015,28.9293,2,8,3,5,2,3,2
624,174177,2015,20.2994,1,8,4,3,1,1,2
625,174178,2015,20.09,2,6,5,6,1,1,2
626,174179,2015,23.4024,1,8,3,2,1,1,2
627,174180,2015,21.2169,2,8,1,6,1,1,2
628,174182,2015,17.7534,1,1,1,1,2,3,2
629,174183,2015,17.9269,2,8,3,3,1,1,2
630,174187,2015,21.51,2,8,2,6,2,1,2
631,174188,2015,26.2187,1,8,2,3,3,3,2
632,174189,2015,29.2574,2,6,7,7,7,1,2
633,174193,2015,26.1806,1,5,3,7,3,4,2
634,174194,2015,19.9967,2,5,1,3,1,3,2
635,174199,2015,17.9269,1,1,2,7,2,3,2
636,174200,2015,15.7493,2,8,3,1,4,1,2
637,174202,2015,19.875,2,5,5,4,1,3,2
638,174203,2015,34.0669,1,6,5,4,2,3,2
639,174204,2015,21,2,8,4,3,1,1,2
640,174205,2015,22.9075,2,8,3,4,1,1,2
641,174206,2015,25.7338,1,8,4,4,2,4,2
642,174207,2015,16.8757,2,2,4,4,2,1,2
643,174208,2015,21.6261,1,8,4,5,1,1,2
644,174209,2015,22.4429,2,5,4,2,5,3,2
645,174211,2015,22.191,2,8,5,5,1,4,2
646,174212,2015,22.129,2,6,4,4,1,1,2
647,174213,2015,28.9003,2,7,3,4,2,1,2
648,174214,2015,23.0352,2,6,2,3,2,1,2
649,174215,2015,19.4931,2,8,4,7,1,2,2
650,174216,2015,23.3367,2,8,1,1,1,1,2
651,174217,2015,20.0893,1,6,4,4,3,3,2
652,174218,2015,23.6996,2,8,4,1,2,1,2
653,174219,2015,22.821,1,6,3,5,1,1,2
654,174220,2015,21.4746,1,2,4,5,2,1,2
655,174221,2015,21.92,2,8,2,1,1,1,2
656,174222,2015,23.6996,2,8,3,4,1,3,2
657,174223,2015,23.0379,2,8,4,2,3,3,2
658,174225,2015,30.0656,1,6,1,2,7,3,2
659,174226,2015,21.8395,1,1,7,7,2,1,2
660,174227,2015,29.1788,1,6,5,7,2,2,2
661,174229,2015,19.448,2,7,4,6,1,1,2
662,174230,2015,18.5537,2,8,1,1,3,3,2
663,174233,2015,18.7813,1,5,7,6,3,3,2
664,174234,2015,26.5069,1,8,3,5,2,1,2
665,174235,2015,19.5988,2,6,7,1,4,2,2
666,174237,2015,22.5375,1,6,6,4,2,1,2
667,174238,2015,20.1577,2,4,5,7,2,2,2
668,174239,2015,24.6244,2,6,3,3,2,3,2
669,174240,2015,20.5802,2,8,3,5,3,2,2
670,174241,2015,19.4024,2,5,7,7,7,2,2
671,174242,2015,25.1142,2,8,5,3,2,1,2
672,174243,2015,23.8726,2,8,3,5,1,1,2
673,174244,2015,18.7813,1,8,1,2,1,4,2
674,174245,2015,24.5,2,5,6,4,2,1,2
675,174247,2015,20.8264,1,7,3,3,2,3,2
676,174248,2015,21.1903,1,8,5,2,2,1,2
677,174249,2015,19.4704,2,7,1,4,1,1,2
678,174250,2015,20.0893,2,4,3,7,1,4,2
679,174251,2015,23.7963,1,6,3,3,2,1,2
680,174252,2015,29.5184,1,3,4,6,3,1,2
681,174253,2015,25.4394,1,4,7,4,7,4,2
682,174254,2015,19.2508,2,4,2,3,2,1,2
683,174255,2015,18.9615,2,1,4,7,3,2,2
684,174256,2015,39.4066,1,8,2,5,3,3,2
685,174257,2015,18.8495,1,6,6,2,1,1,2
686,174258,2015,21.4759,2,8,1,2,2,1,2
687,174259,2015,20.2487,2,8,7,7,2,3,2
688,174260,2015,18.8339,2,1,1,6,2,3,2
689,174261,2015,34.358,1,8,4,5,1,1,2
690,174262,2015,20.8936,1,1,2,7,4,3,2
691,174263,2015,21.7128,2,8,7,7,2,3,2
692,174264,2015,19.285,2,8,6,5,2,4,2
693,174265,2015,24.4922,1,8,1,2,3,3,2
694,174266,2015,19.7751,1,1,6,7,2,3,2
695,174267,2015,26.9983,2,3,2,5,2,3,2
696,174268,2015,20.3171,2,8,3,1,1,1,2
697,174269,2015,39.4066,2,5,4,4,1,3,2
698,174271,2015,37.5588,1,8,5,6,2,3,2
699,174272,2015,38.0882,2,1,1,7,2,1,2
700,174273,2015,20.9162,2,7,2,2,1,3,2
701,174274,2015,20.4709,2,6,3,4,2,2,2
702,174275,2015,18.1864,2,8,6,5,2,2,2
703,174276,2015,23.7033,2,8,4,1,2,1,2
704,174277,2015,27.8465,2,6,5,2,1,1,2
705,174278,2015,18.9511,2,6,2,4,1,1,2
706,174280,2015,32.0586,2,6,1,2,2,3,2
707,174282,2015,19.9927,1,6,3,7,3,3,2
708,174283,2015,25.7338,2,8,4,2,1,1,2
709,174285,2015,24.3832,2,6,1,7,3,3,2
710,174286,2015,21.6166,1,8,2,2,2,3,2
711,174287,2015,26.6817,2,6,1,7,2,4,2
712,174288,2015,16.9954,1,5,4,6,1,1,2
713,174290,2015,22.9075,2,1,1,1,2,3,2
714,174291,2015,24.1065,2,8,4,2,2,3,2
715,174292,2015,22.7578,2,8,7,2,1,3,2
716,174294,2015,21.2617,2,6,1,6,2,1,2
717,174295,2015,24.9216,1,6,1,7,6,1,2
718,174296,2015,23.7994,2,7,4,3,2,1,2
719,174297,2015,16.1616,2,7,2,5,1,1,2
720,174298,2015,18.3401,1,8,7,7,2,3,2
721,174299,2015,25.7157,2,5,2,6,3,1,2
722,174300,2015,20.8936,2,8,6,7,3,2,2
723,174301,2015,32.5062,1,8,3,7,2,1,2
724,174302,2015,20.3169,1,5,7,7,3,2,2
725,174303,2015,23.8465,2,8,4,7,3,4,2
726,174304,2015,18.0375,1,8,3,2,2,3,2
727,174305,2015,22.2171,2,8,1,1,3,2,2
728,174306,2015,25.4759,1,8,1,2,2,3,2
729,174307,2015,21.6728,1,8,4,6,2,1,2
730,174308,2015,18.2866,2,6,3,4,1,1,2
731,174309,2015,23.9935,1,8,1,7,3,1,2
732,174310,2015,18.7813,2,4,1,4,1,2,2
733,174311,2015,22.4298,2,8,1,4,2,1,2
734,174312,2015,34.0669,1,8,1,1,2,3,2
735,174314,2015,25.4913,1,5,4,5,2,3,2
736,174315,2015,20.3289,1,4,4,5,3,3,2
737,174316,2015,30.8001,1,8,1,3,7,1,2
738,174317,2015,22.4986,1,8,5,7,3,1,2
739,174318,2015,22.7338,1,3,4,5,3,1,2
740,174319,2015,22.4012,2,8,5,3,2,1,2
741,174320,2015,25.8155,2,8,2,1,2,1,2
742,174322,2015,20.3171,1,6,6,4,2,1,2
743,174323,2015,17.2664,1,8,4,7,3,3,2
744,174324,2015,17.3611,2,1,6,2,2,4,2
745,174325,2015,18.9615,1,1,2,2,2,2,2
746,174326,2015,24.9114,2,1,4,4,3,1,2
747,174328,2015,24.589,1,2,2,3,7,3,2
748,174329,2015,20.3645,2,6,2,7,2,3,2
749,174331,2015,19.6194,2,8,5,5,2,3,2
750,174332,2015,19.285,1,1,4,4,3,3,2
751,174333,2015,18.0484,2,2,5,6,3,3,2
752,174334,2015,17.179,2,8,4,6,3,2,2
753,174335,2015,24.5514,1,8,2,4,3,3,2
754,174336,2015,19.5527,1,6,4,6,2,3,2
755,174337,2015,23.9,2,1,2,1,3,2,2
756,174338,2015,22.3657,2,4,2,3,3,1,2
757,174339,2015,23.003,2,8,2,5,2,3,2
758,174342,2015,34.3641,2,5,2,6,1,3,2
759,174343,2015,28.6575,2,8,6,6,3,1,2
760,174344,2015,18.5143,2,8,6,5,2,4,2
761,174345,2015,16.3728,2,4,1,6,2,1,2
762,174346,2015,21.9753,1,6,2,5,2,3,2
763,174347,2015,23.4923,1,1,4,3,2,1,2
764,174348,2015,20.5711,1,6,2,7,2,4,2
765,174349,2015,21.9723,2,8,3,3,3,1,2
766,174350,2015,22.2872,1,8,5,6,3,2,2
767,174351,2015,24.9917,2,8,3,3,1,4,2
768,174352,2015,20.3171,2,7,1,4,1,1,2
769,174353,2015,21.4746,2,8,4,5,2,1,2
770,174354,2015,28.0397,1,8,3,1,3,3,2
771,174355,2015,29.3492,2,8,6,5,1,2,2
772,174356,2015,18.036,2,6,4,5,3,1,2
773,174357,2015,18.1825,2,1,7,5,7,3,2
774,174359,2015,16.9735,1,8,2,2,2,3,2
775,174361,2015,19.285,2,5,4,4,2,4,2
776,174362,2015,21.9753,2,8,4,4,2,1,2
777,174363,2015,18.7813,2,5,5,4,2,3,2
778,174364,2015,18.7813,1,8,1,3,2,1,2
779,174365,2015,21.2809,2,8,2,4,1,4,2
780,174366,2015,22.9075,2,7,3,5,1,1,2
781,174367,2015,26.29,2,6,5,6,6,3,2
782,174368,2015,19.6194,2,6,3,4,1,1,2
783,174369,2015,37.6529,2,4,1,7,4,3,2
784,174370,2015,31.5016,1,6,4,5,4,1,2
785,174371,2015,19.285,2,8,6,6,2,3,2
786,174374,2015,33.3422,2,8,5,2,4,4,2
787,174376,2015,22.494,1,8,1,2,5,1,2
788,174377,2015,21.6978,1,7,6,2,7,2,2
789,174378,2015,21.1903,2,4,6,7,3,1,2
790,174379,2015,29.0381,2,6,3,2,1,3,2
791,174380,2015,20.5435,1,8,5,4,2,4,2
792,174382,2015,28.19,1,8,5,5,1,4,2
793,174383,2015,26.2171,1,5,4,5,3,3,2
794,174384,2015,23.7994,2,8,2,1,1,1,2
795,174385,2015,17.8955,1,2,4,7,2,1,2
796,174386,2015,21.825,1,2,2,2,7,4,2
797,174387,2015,20.4515,1,6,4,6,3,4,2
798,174388,2015,19.4704,1,7,4,4,2,1,2
799,174389,2015,23.6996,2,7,3,4,2,1,2
800,174390,2015,18.5143,2,1,1,5,3,1,2
801,174391,2015,23.7994,2,8,2,3,1,1,2
802,174393,2015,18.8991,2,4,2,1,2,1,2
803,174394,2015,22.0702,2,6,1,4,1,4,2
804,174395,2015,18.6782,1,6,7,7,2,4,2
805,174398,2015,15.8512,2,6,4,4,3,2,2
806,174399,2015,19.2169,1,1,1,4,2,1,2
807,174400,2015,21.6978,2,8,1,5,2,2,2
808,174401,2015,21.2809,1,3,1,7,3,4,2
809,174402,2015,26.5228,1,3,4,4,3,3,2
810,174403,2015,25.7157,1,7,6,4,3,2,2
811,174404,2015,23.0988,1,8,4,3,3,2,2
812,174405,2015,22.4012,2,7,2,3,1,1,2
813,174406,2015,21.0453,2,5,4,6,3,2,2
814,174407,2015,20.2994,1,6,2,7,1,3,2
815,174408,2015,49.9835,2,3,3,7,1,1,2
816,174409,2015,20.8264,1,8,5,2,2,1,2
817,174410,2015,22.5303,1,8,4,2,2,1,2
818,174412,2015,22.7578,2,8,5,6,2,1,2
819,174413,2015,18.6437,1,8,5,3,3,3,2
820,174414,2015,20.0417,1,8,5,1,3,1,2
821,174415,2015,32.2118,2,8,6,1,5,3,2
822,174416,2015,24.3287,1,8,1,3,2,3,2
823,174417,2015,23.9467,2,6,7,7,2,3,2
824,174418,2015,19.8465,2,7,4,2,2,3,2
825,174419,2015,22.1484,1,8,2,2,3,1,2
826,174421,2015,21.1389,1,3,1,3,2,3,2
827,174422,2015,29.157,2,8,4,2,1,1,2
828,174423,2015,21.4746,2,8,2,3,3,1,2
829,174424,2015,20.0074,2,7,3,4,1,4,2
830,174425,2015,22.7537,2,8,7,7,2,1,2
831,174426,2015,20.7625,2,8,5,4,1,1,2
832,174427,2015,31.4954,1,8,2,7,3,4,2
833,174428,2015,25.6914,2,8,3,7,3,4,2
834,174429,2015,17.6088,2,2,1,2,2,1,2
835,174430,2015,21,2,8,7,7,2,2,2
836,174431,2015,22.7338,2,8,6,2,1,1,2
837,174432,2015,25.7617,1,5,7,7,4,3,2
838,174433,2015,28.4669,1,1,3,5,3,3,2
839,174434,2015,26.8389,2,2,4,4,1,1,2
840,174435,2015,24.7993,1,3,4,1,1,3,2
841,174437,2015,20.3169,2,3,5,6,2,3,2
842,174438,2015,25.7338,2,1,5,4,3,1,2
843,174439,2015,30.3623,2,1,3,6,3,3,2
844,174441,2015,21.5586,1,7,3,5,2,1,2
845,174442,2015,22.7338,2,1,5,5,2,3,2
846,174444,2015,19.285,2,8,1,2,1,3,2
847,174445,2015,20.7347,1,7,4,2,2,3,2
848,174446,2015,20.7197,1,8,4,2,2,3,2
849,174447,2015,18.2866,2,6,3,4,2,2,2
850,174448,2015,19.5527,2,8,4,2,2,2,2
851,174449,2015,25.6677,2,8,7,1,3,2,2
852,174450,2015,29.7698,1,6,4,4,3,3,2
853,174451,2015,26.9983,2,7,2,5,2,3,2
854,174452,2015,18.4807,2,8,1,7,3,3,2
855,174453,2015,17.0117,1,1,1,1,1,3,2
856,174454,2015,21.329,1,7,3,2,1,4,2
857,174455,2015,35.9354,2,8,4,2,1,1,2
858,174456,2015,21.9723,1,8,2,5,3,1,2
859,174457,2015,25.4829,2,8,1,1,3,4,2
860,174458,2015,22.082,2,1,1,7,3,4,2
861,174461,2015,19.179,2,6,2,1,1,1,2
862,174462,2015,22.821,1,8,4,5,3,3,2
863,174463,2015,29.0887,2,5,2,4,2,1,2
864,174465,2015,16.481,2,5,4,6,2,3,2
865,174466,2015,19.1589,2,6,5,4,2,1,2
866,174467,2015,16.7994,2,5,3,7,2,4,2
867,174468,2015,32.2693,2,8,5,7,2,1,2
868,174470,2015,28.4938,2,8,2,1,2,1,2
869,174471,2015,19.9343,2,4,2,4,1,1,2
870,174472,2015,23.1362,2,1,2,7,3,4,2
871,174473,2015,19.2332,1,4,5,2,2,1,2
872,174474,2015,31.4954,2,8,5,5,2,3,2
873,174475,2015,20.4618,1,4,4,7,2,4,2
874,174476,2015,23.1053,2,4,1,4,1,3,2
875,174477,2015,29.5401,1,8,5,2,2,1,2
876,174479,2015,20.2994,2,6,2,7,3,1,2
877,174480,2015,20.8264,1,8,2,4,1,1,2
878,174482,2015,24.2666,2,5,4,3,1,1,2
879,174483,2015,21.216,1,5,7,1,3,1,2
880,174484,2015,25.1957,1,8,3,1,1,1,2
881,174485,2015,23.2555,2,2,2,5,2,1,2
882,174486,2015,17.8934,2,8,1,2,1,1,2
883,174487,2015,21.0453,1,8,2,1,3,4,2
884,174488,2015,19.3514,2,8,3,2,3,1,2
885,174489,2015,17.179,2,2,1,3,1,1,2
886,174492,2015,22.3251,2,8,4,4,3,3,2
887,174493,2015,21.6728,2,6,3,1,2,4,2
888,174494,2015,21.7006,2,2,2,4,1,1,2
889,174495,2015,21.1903,2,8,2,3,2,1,2
890,174496,2015,18.9615,2,6,4,4,1,1,2
891,174497,2015,20.0893,1,7,2,4,1,1,2
892,174498,2015,29.0035,2,8,1,3,5,3,2
893,174499,2015,26.6612,2,8,7,7,3,4,2
894,174500,2015,17.3576,1,8,3,5,2,1,2
895,174501,2015,17.179,2,4,1,1,1,4,2
896,174502,2015,20.2457,2,5,3,2,2,2,2
897,174503,2015,26.4599,2,1,3,5,2,1,2
898,174504,2015,17.5779,2,3,1,4,1,1,2
899,174505,2015,29.6229,2,6,2,3,2,3,2
900,174506,2015,25.4394,2,6,1,6,2,4,2
901,174507,2015,21.9723,2,4,2,4,3,3,2
902,174509,2015,29.9599,1,6,1,5,1,2,2
903,174510,2015,20.1616,2,7,2,2,1,1,2
904,174511,2015,30.7789,2,8,4,3,1,1,2
905,174512,2015,24.7484,2,8,6,4,1,1,2
906,174513,2015,21.7006,2,8,2,4,1,1,2
907,174514,2015,20.0893,1,5,5,3,3,3,2
908,174515,2015,22.4012,2,8,1,1,7,1,2
909,174516,2015,30.4836,1,8,2,1,2,3,2
910,174517,2015,17.179,2,3,4,6,2,3,2
911,174518,2015,18.9511,2,8,2,4,3,1,2
912,174519,2015,23.2188,2,6,3,4,1,3,2
913,174520,2015,31.1053,2,6,3,2,2,1,2
914,174522,2015,21.4746,2,8,3,5,2,1,2
915,174523,2015,29.4012,2,7,2,5,2,1,2
916,174524,2015,24.6407,1,2,1,7,1,2,2
917,174525,2015,25.8437,2,8,4,3,1,1,2
918,174526,2015,18.4815,2,7,3,2,2,1,2
919,174527,2015,19.4828,2,4,3,3,1,1,2
920,174528,2015,24.5201,1,2,3,3,3,1,2
921,174529,2015,29.8769,1,8,6,7,5,4,2
922,174530,2015,23.6996,1,2,1,1,2,1,2
923,174531,2015,21.7731,2,6,2,3,3,2,2
924,174532,2015,18.6593,1,8,7,5,2,3,2
925,174533,2015,39.4066,1,8,6,7,1,1,2
926,174535,2015,21.4746,1,8,4,5,3,3,2
927,174536,2015,31.1535,2,8,4,6,1,1,2
928,174537,2015,33.321,1,8,4,7,2,4,2
929,174538,2015,19.7033,1,4,2,4,7,3,2
930,174539,2015,23.0379,1,8,3,3,2,1,2
931,174540,2015,26.5988,2,8,1,6,2,3,2
932,174541,2015,18.4807,2,6,2,5,4,3,2
933,174542,2015,21.2169,2,8,4,3,1,1,2
934,174543,2015,17.7188,1,8,3,3,2,1,2
935,174544,2015,17.5,1,8,7,7,3,1,2
936,174545,2015,19.5988,2,8,2,2,2,1,2
937,174546,2015,21.4746,2,8,3,5,2,3,2
938,174547,2015,22.1484,2,6,4,4,2,1,2
939,174548,2015,21.1389,2,6,3,2,1,1,2
940,174549,2015,22.191,2,8,3,5,3,3,2
941,174550,2015,27.1275,1,8,4,6,2,3,2
942,174551,2015,32.4334,1,4,1,7,4,1,2
943,174552,2015,22.9075,2,8,7,4,1,1,2
944,174553,2015,23.4923,2,8,5,6,2,2,2
945,174554,2015,18.7813,1,5,3,4,1,4,2
946,174555,2015,22.2171,2,2,5,2,1,3,2
947,174556,2015,22.917,2,1,2,3,2,4,2
948,174558,2015,39.6101,1,8,1,4,2,3,2
949,174559,2015,22.129,2,8,1,4,1,1,2
950,174560,2015,24.2507,1,6,3,2,2,3,2
951,174561,2015,17.3611,1,3,6,1,3,3,2
952,174562,2015,32.6471,1,8,2,4,4,3,2
953,174563,2015,24.9175,1,3,5,6,6,3,2
954,174564,2015,18.4807,1,6,2,4,3,4,2
955,174565,2015,18.7813,1,4,2,4,2,3,2
956,174566,2015,33.3223,1,8,1,2,2,3,2
957,174567,2015,18.0963,2,4,2,5,4,1,2
958,174568,2015,20.09,1,8,5,5,2,3,2
959,174569,2015,17.7809,1,5,4,4,3,3,2
960,174570,2015,20.5802,1,8,3,7,3,3,2
961,174571,2015,18.9448,2,6,3,4,1,3,2
962,174572,2015,17.7731,2,4,1,4,1,1,2
963,174576,2015,26.9983,2,6,2,7,4,3,2
964,174577,2015,23.4024,1,8,3,6,3,1,2
965,174578,2015,31.1053,2,6,5,1,2,1,2
966,174579,2015,20.77,2,8,7,1,3,2,2
967,174580,2015,20.79,1,1,1,7,2,3,2
968,174581,2015,16.3687,2,3,1,7,3,1,2
969,174582,2015,18.2006,2,3,1,4,1,1,2
970,174583,2015,21.3407,2,4,4,7,1,1,2
971,174584,2015,20.0417,2,8,2,5,2,1,2
972,174585,2015,35.8052,1,8,4,1,3,1,2
973,174586,2015,22.0702,1,8,4,3,4,3,2
974,174588,2015,31.0576,2,3,5,7,3,1,2
975,174589,2015,28.0194,2,7,1,4,2,1,2
976,174590,2015,20.7347,1,4,3,5,2,1,2
977,174591,2015,30.8567,2,1,6,4,1,1,2
978,174592,2015,30.0077,2,2,3,5,1,1,2
979,174593,2015,22.0702,2,5,7,7,2,1,2
980,174594,2015,19.9967,1,4,4,2,2,4,2
981,174595,2015,17.179,2,1,4,6,1,1,2
982,174596,2015,20.2442,1,6,1,1,3,2,2
983,174597,2015,21.4759,1,8,4,3,2,1,2
984,174598,2015,20.6161,2,8,4,5,2,1,2
985,174599,2015,23.8581,2,6,4,2,1,1,2
986,174600,2015,29.7698,2,8,1,7,2,1,2
987,174601,2015,17.68,2,3,4,6,1,1,2
988,174602,2015,21.9723,1,1,1,1,1,1,2
989,174604,2015,24.7993,2,1,5,5,5,1,2
990,174605,2015,25.0058,1,8,3,4,2,2,2
991,174606,2015,23.1191,1,8,7,5,4,1,2
992,174608,2015,21.6602,2,4,2,5,2,1,2
993,174609,2015,22.2171,2,8,2,2,4,3,2
994,174610,2015,20.7305,1,8,2,5,2,4,2
995,174612,2015,21,2,4,5,1,3,2,2
996,174613,2015,22.494,1,8,3,3,3,1,2
997,174614,2015,27.1275,1,6,4,5,2,2,2
998,174615,2015,24.9917,1,3,3,4,3,3,2
999,174616,2015,21.4322,1,5,1,7,2,1,2
1000,174617,2015,18.8114,2,5,6,7,7,3,2
1001,174618,2015,24.2507,2,7,1,6,1,1,2
1002,174619,2015,26.5988,1,6,4,6,1,1,2
1003,174620,2015,17.7188,2,6,3,7,2,1,2
1004,174621,2015,24.8555,2,8,3,5,3,1,2
1005,174622,2015,23.0255,2,8,5,5,3,1,2
1006,174623,2015,23.3029,2,4,4,2,2,2,2
1007,174624,2015,20.995,2,6,5,4,3,2,2
1008,174626,2015,18.5537,1,3,1,6,1,1,2
1009,174627,2015,18.519,2,8,4,4,2,4,2
1010,174628,2015,26.5781,2,7,4,5,1,1,2
1011,174629,2015,24.4844,2,6,2,2,7,3,2
1012,174630,2015,15.6041,2,4,3,4,1,4,2
1013,174631,2015,19.9967,2,5,3,6,1,1,2
1014,174632,2015,18.494,1,6,6,3,3,1,2
1015,174633,2015,22.5834,2,8,2,3,2,1,2
1016,174634,2015,21.6602,2,3,6,6,3,1,2
1017,174636,2015,23.6996,2,6,1,3,2,1,2
1018,174637,2015,21.598,2,8,2,6,2,3,2
1019,174638,2015,25.6088,1,8,3,7,2,3,2
1020,174639,2015,24.3287,2,6,1,3,2,3,2
1021,174640,2015,20.7197,1,8,3,7,2,1,2
1022,174641,2015,20.8936,2,8,5,1,3,3,2
1023,174642,2015,23.8377,2,3,1,7,2,1,2
1024,174643,2015,29.3492,1,8,3,5,3,4,2
1025,174644,2015,21.9723,2,8,3,3,1,1,2
1026,174645,2015,19.2555,1,8,4,2,2,1,2
1027,174646,2015,26.1096,1,4,6,1,3,3,2
1028,174647,2015,21.4746,2,5,1,3,3,1,2
1029,174648,2015,30.2139,2,2,4,5,3,3,2
1030,174649,2015,30.6055,1,3,3,4,2,3,2
1031,174651,2015,18.9012,1,8,1,7,1,1,2
